m4,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/dom4j-1.6.1-20.el7.src.rpm,
make,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/automake-1.13.4-3.el7.src.rpm,
man,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/ModemManager-1.6.0-2.el7.src.rpm,
md5,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/isomd5sum-1.0.10-5.el7.src.rpm,
mesa,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/mesa-17.0.1-6.20170307.el7.src.rpm,
mkinitrd,middle,https://github.com/openSUSE/mkinitrd/archive/master.zip,
mtd-utils,major,http://git.infradead.org/mtd-utils.git/snapshot/81049e599775bac4238361752f659a86f67328e6.tar.gz,
nano,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/nano-2.3.1-10.el7.src.rpm,
ncurses,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/ncurses-5.9-13.20130511.el7.src.rpm,
net-tools,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/net-tools-2.0-0.22.20131004git.el7.src.rpm,
netbase,major,https://github.com/buttonpusher/NetBase/archive/master.zip,
netpbm,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/netpbm-10.61.02-9.el7.src.rpm,
nettle,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/nettle-2.7.1-8.el7.src.rpm,
ntfsprogs,major,http://gnuwin32.sourceforge.net/packages/ntfsprogs.htm,browser
ntp,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/fontpackages-1.44-8.el7.src.rpm,
numactl,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/numactl-2.0.9-6.el7_2.src.rpm,
openldap,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/compat-openldap-2.3.43-5.el7.src.rpm,
openssl,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/openssl-1.0.2k-8.el7.src.rpm,
opkg,middle,https://git.yoctoproject.org/cgit/cgit.cgi/opkg/snapshot/opkg-0.3.5.zip,
pango,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/pango-1.40.4-1.el7.src.rpm,
parted,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/parted-3.1-28.el7.src.rpm,
patch,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/kpatch-0.4.0-1.el7.src.rpm,
plymouth,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/plymouth-0.8.9-0.28.20140113.el7.centos.src.rpm,
postgresql,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/postgresql-9.2.21-1.el7.src.rpm,
procps,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/procps-ng-3.3.10-16.el7.src.rpm,
psacct,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/psacct-6.6.1-13.el7.src.rpm,
psmisc,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/psmisc-22.20-15.el7.src.rpm,
pulseaudio,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/pulseaudio-10.0-3.el7.src.rpm,
quota,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/quota-4.01-14.el7.src.rpm,
rpm,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/389-ds-base-1.3.6.1-16.el7.src.rpm,
samba,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/samba-4.6.2-8.el7.src.rpm,
sawman,major,http://sources.buildroot.net/SaWMan-1.6.3.tar.gz,
sed,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/sed-4.2.2-5.el7.src.rpm,
squashfs-tools,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/squashfs-tools-4.3-0.21.gitaae0aff4.el7.src.rpm,
stunnel,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/stunnel-4.56-6.el7.src.rpm,
sysvinit,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/sysvinit-2.88-14.dsf.el7.src.rpm,
tar,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/abattis-cantarell-fonts-0.0.25-1.el7.src.rpm,
tcl,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/nvmetcli-0.4-1.el7.src.rpm,
